Time,Error,PID_Output,PWM_Left,PWM_Right
188651,0.00,20.00,160,120
188672,1.00,55.00,180,85
188693,1.00,35.00,175,105
188714,1.00,35.00,175,105
188735,1.00,35.00,175,105
188756,3.00,145.00,180,0
188777,3.00,105.00,180,35
188798,3.00,105.00,180,35
188819,3.00,105.00,180,35
188840,3.00,105.00,180,35
188861,3.00,105.00,180,35
188882,3.00,105.00,180,35
188903,3.00,105.00,180,35
188924,3.00,105.00,180,35
188945,3.00,105.00,180,35
188966,1.00,35.00,175,105
188987,1.00,35.00,175,105
189008,1.00,35.00,175,105
189029,1.00,35.00,175,105
189050,1.00,35.00,175,105
189071,-1.00,-55.00,85,180
189092,-1.00,-35.00,105,175
189113,-1.00,-35.00,105,175
189134,-4.00,-140.00,0,180
189155,-4.00,-140.00,0,180
189176,-3.00,-85.00,55,180
189197,-3.00,-105.00,35,180
189218,-3.00,-105.00,35,180
189239,-3.00,-105.00,35,180
189260,-3.00,-105.00,35,180
189281,-3.00,-105.00,35,180
189302,-4.00,-140.00,0,180
189323,-4.00,-140.00,0,180
189344,-4.00,-140.00,0,180
189365,-4.00,-140.00,0,180
189386,0.00,20.00,160,120
189407,0.00,0.00,140,140
189428,1.00,55.00,180,85
189449,1.00,35.00,175,105
189470,1.00,35.00,175,105
189491,1.00,35.00,175,105
189512,3.00,85.00,180,55
189533,3.00,105.00,180,35
189554,3.00,105.00,180,35
189575,3.00,105.00,180,35
189596,3.00,105.00,180,35
189617,3.00,105.00,180,35
189638,3.00,105.00,180,35
189659,3.00,105.00,180,35
189680,3.00,105.00,180,35
189701,3.00,105.00,180,35
189722,3.00,105.00,180,35
189743,3.00,105.00,180,35
189764,3.00,105.00,180,35
189785,3.00,105.00,180,35
189806,1.00,-5.00,135,145
189827,1.00,35.00,175,105
189848,1.00,35.00,175,105
189869,1.00,35.00,175,105
189890,1.00,35.00,175,105
189911,0.00,0.00,140,140
189932,-1.00,-55.00,85,180
189953,-1.00,-35.00,105,175
189974,-1.00,-35.00,105,175
189995,-4.00,-140.00,0,180
190016,-4.00,-140.00,0,180
190037,-4.00,-140.00,0,180
190058,-4.00,-140.00,0,180
190079,-4.00,-140.00,0,180
190100,-4.00,-140.00,0,180
190121,-1.00,25.00,165,115
190142,-1.00,-35.00,105,175
190163,0.00,20.00,160,120
190184,0.00,0.00,140,140
190205,0.00,0.00,140,140
190226,0.00,0.00,140,140
190247,1.00,35.00,175,105
190268,1.00,35.00,175,105
190289,1.00,35.00,175,105
190310,1.00,35.00,175,105
190331,1.00,35.00,175,105
190352,1.00,35.00,175,105
190373,1.00,35.00,175,105
190394,1.00,35.00,175,105
190415,1.00,35.00,175,105
190436,1.00,35.00,175,105
190457,1.00,35.00,175,105
190478,0.00,0.00,140,140
190499,0.00,0.00,140,140
190520,-1.00,-35.00,105,175
190541,-1.00,-35.00,105,175
190562,-1.00,-35.00,105,175
190583,-1.00,-35.00,105,175
190604,-1.00,-35.00,105,175
190625,-4.00,-140.00,0,180
190646,-4.00,-140.00,0,180
190667,-4.00,-140.00,0,180
190688,-4.00,-140.00,0,180
190709,-4.00,-140.00,0,180
190730,-1.00,-35.00,105,175
190751,0.00,20.00,160,120
190772,0.00,0.00,140,140
190793,0.00,0.00,140,140
190814,1.00,35.00,175,105
190835,1.00,35.00,175,105
190856,1.00,35.00,175,105
190877,1.00,35.00,175,105
190898,1.00,35.00,175,105
190919,1.00,35.00,175,105
190940,1.00,35.00,175,105
190961,1.00,35.00,175,105
190982,1.00,35.00,175,105
191003,3.00,105.00,180,35
191024,3.00,105.00,180,35
191045,3.00,105.00,180,35
191066,3.00,105.00,180,35
191087,3.00,105.00,180,35
191108,3.00,105.00,180,35
191129,3.00,105.00,180,35
191150,3.00,105.00,180,35
191171,3.00,105.00,180,35
191192,3.00,105.00,180,35
191213,3.00,105.00,180,35
191234,3.00,105.00,180,35
191255,3.00,105.00,180,35
191276,3.00,105.00,180,35
191297,3.00,105.00,180,35
191318,3.00,105.00,180,35
191339,3.00,105.00,180,35
191360,3.00,105.00,180,35
191381,3.00,105.00,180,35
191402,3.00,105.00,180,35
191423,3.00,105.00,180,35
191444,3.00,105.00,180,35
191465,3.00,105.00,180,35
191486,3.00,105.00,180,35
191507,3.00,105.00,180,35
191528,3.00,105.00,180,35
191549,3.00,105.00,180,35
191570,3.00,105.00,180,35
191591,3.00,105.00,180,35
191612,3.00,105.00,180,35
191633,3.00,105.00,180,35
191654,3.00,105.00,180,35
191675,3.00,105.00,180,35
191696,3.00,105.00,180,35
191717,3.00,105.00,180,35
191738,3.00,105.00,180,35
191759,3.00,105.00,180,35
191780,3.00,105.00,180,35
191801,3.00,105.00,180,35
191822,3.00,105.00,180,35
191843,1.00,35.00,175,105
191864,1.00,35.00,175,105
191885,-1.00,-35.00,105,175
191906,-4.00,-140.00,0,180
191927,-3.00,-105.00,35,180
191948,-3.00,-105.00,35,180
191969,-3.00,-105.00,35,180
191990,-3.00,-105.00,35,180
192011,-3.00,-105.00,35,180
192032,-3.00,-105.00,35,180
192053,-3.00,-105.00,35,180
192074,-3.00,-105.00,35,180
192095,-3.00,-105.00,35,180
192116,-3.00,-105.00,35,180
192137,-3.00,-105.00,35,180
192158,-3.00,-105.00,35,180
192179,-3.00,-105.00,35,180
192200,-3.00,-105.00,35,180
192221,-3.00,-105.00,35,180
192242,-3.00,-105.00,35,180
192263,-3.00,-105.00,35,180
192284,-3.00,-105.00,35,180
192305,-3.00,-105.00,35,180
192326,-3.00,-105.00,35,180
192347,-3.00,-105.00,35,180
192368,-3.00,-105.00,35,180
192389,-3.00,-105.00,35,180
192410,-3.00,-105.00,35,180
192431,-3.00,-105.00,35,180
192452,-3.00,-105.00,35,180
192473,-3.00,-105.00,35,180
192494,-3.00,-105.00,35,180
192515,-3.00,-105.00,35,180
192536,-3.00,-105.00,35,180
192557,-3.00,-105.00,35,180
192578,-3.00,-105.00,35,180
192599,-3.00,-105.00,35,180
192620,-3.00,-105.00,35,180
192641,-3.00,-105.00,35,180
192662,-3.00,-105.00,35,180
192683,-4.00,-140.00,0,180
192704,-1.00,-35.00,105,175
192725,0.00,0.00,140,140
192746,1.00,35.00,175,105
192767,1.00,35.00,175,105
192788,3.00,145.00,180,0
192809,3.00,105.00,180,35
192830,3.00,105.00,180,35
192851,3.00,105.00,180,35
192872,3.00,105.00,180,35
192893,3.00,105.00,180,35
192914,3.00,105.00,180,35
192935,3.00,105.00,180,35
192956,3.00,105.00,180,35
192977,3.00,105.00,180,35
192998,3.00,105.00,180,35
193019,3.00,105.00,180,35
193040,3.00,105.00,180,35
193061,3.00,105.00,180,35
193082,3.00,105.00,180,35
193103,3.00,105.00,180,35
193124,1.00,-5.00,135,145
193145,1.00,35.00,175,105
193166,1.00,35.00,175,105
193187,1.00,35.00,175,105
193208,-1.00,-35.00,105,175
193229,-1.00,-35.00,105,175
193250,-4.00,-200.00,0,180
193271,-4.00,-140.00,0,180
193292,-3.00,-105.00,35,180
193313,-3.00,-105.00,35,180
193334,-3.00,-105.00,35,180
193355,-3.00,-105.00,35,180
193376,-3.00,-105.00,35,180
193397,-3.00,-105.00,35,180
193418,-3.00,-105.00,35,180
193439,-3.00,-105.00,35,180
193460,-3.00,-105.00,35,180
193481,-3.00,-105.00,35,180
193502,-3.00,-105.00,35,180
193523,-3.00,-105.00,35,180
193544,-3.00,-105.00,35,180
193565,-4.00,-160.00,0,180
193586,-4.00,-140.00,0,180
193607,-1.00,25.00,165,115
193628,-1.00,-35.00,105,175
193649,-1.00,-35.00,105,175
193670,1.00,55.00,180,85
193691,1.00,35.00,175,105
193712,1.00,35.00,175,105
193733,1.00,35.00,175,105
193754,1.00,35.00,175,105
193775,1.00,35.00,175,105
193796,1.00,35.00,175,105
193817,1.00,35.00,175,105
193838,1.00,35.00,175,105
193859,1.00,35.00,175,105
193880,1.00,35.00,175,105
193901,1.00,35.00,175,105
193922,1.00,35.00,175,105
193943,1.00,35.00,175,105
193964,1.00,35.00,175,105
193985,1.00,35.00,175,105
194006,1.00,35.00,175,105
194027,1.00,35.00,175,105
194048,1.00,35.00,175,105
194069,1.00,35.00,175,105
194090,1.00,35.00,175,105
194111,1.00,35.00,175,105
194132,0.00,-20.00,120,160
194153,-1.00,-35.00,105,175
194174,-1.00,-35.00,105,175
194195,-1.00,-35.00,105,175
194216,-3.00,-145.00,0,180
194237,-3.00,-105.00,35,180
194258,0.00,0.00,140,140
194279,0.00,0.00,140,140
194300,1.00,35.00,175,105
194321,4.00,140.00,180,0
194342,3.00,105.00,180,35
194363,3.00,105.00,180,35
194384,3.00,105.00,180,35
194405,3.00,105.00,180,35
194426,3.00,105.00,180,35
194447,3.00,105.00,180,35
194468,3.00,105.00,180,35
194489,3.00,105.00,180,35
194510,3.00,105.00,180,35
194531,3.00,105.00,180,35
194552,3.00,105.00,180,35
194573,3.00,105.00,180,35
194594,3.00,105.00,180,35
194615,3.00,105.00,180,35
194636,3.00,105.00,180,35
194657,3.00,105.00,180,35
