Time,Error,PID_Output,PWM_Left,PWM_Right
111046,0.00,0.45,140,139
111067,0.00,0.37,140,139
111088,0.00,0.30,140,139
111109,0.00,0.25,140,139
111130,0.00,0.20,140,139
111151,0.00,0.17,140,139
111172,0.00,0.14,140,139
111193,0.00,0.11,140,139
111214,0.00,0.09,140,139
111235,0.00,0.07,140,139
111256,0.00,0.06,140,139
111277,0.00,0.05,140,139
111298,0.00,0.04,140,139
111319,0.00,0.03,140,139
111340,0.00,0.03,140,139
111361,0.00,0.02,140,139
111382,0.00,0.02,140,139
111403,0.00,0.01,140,139
111424,0.00,0.01,140,139
111445,0.00,0.01,140,139
111466,0.00,0.01,140,139
111487,0.00,0.01,140,139
111508,0.00,0.01,140,139
111529,0.00,0.00,140,139
111550,0.00,0.00,140,139
111571,0.00,0.00,140,139
111592,0.00,0.00,140,139
111613,0.00,0.00,140,139
111634,0.00,0.00,140,139
111655,0.00,0.00,140,139
111676,0.00,0.00,140,139
111697,0.00,0.00,140,139
111718,0.00,0.00,140,139
111739,0.00,0.00,140,139
111760,0.00,0.00,140,139
111781,0.00,0.00,140,139
111802,0.00,0.00,140,139
111823,0.00,0.00,140,139
111844,0.00,0.00,140,139
111865,0.00,0.00,140,139
111886,0.00,0.00,140,139
111907,0.00,0.00,140,139
111928,0.00,0.00,140,139
111949,0.00,0.00,140,139
111970,0.00,0.00,140,139
111991,0.00,0.00,140,139
112012,0.00,0.00,140,139
112033,0.00,0.00,140,139
112054,0.00,0.00,140,139
112075,0.00,0.00,140,139
112096,0.00,0.00,140,139
112117,0.00,0.00,140,139
112138,0.00,0.00,140,139
112159,0.00,0.00,140,139
112180,0.00,0.00,140,139
112201,0.00,0.00,140,140
112222,0.00,0.00,140,140
112243,0.00,0.00,140,140
112264,0.00,0.00,140,140
112285,0.00,0.00,140,140
